"dzien","Ilosc zwierzakow","Ilosc roslinek","Srednia energia","Sredni czas zycia","Ilosc wolnych pol","Najpopularniejszy gen"
"670","221","139","42","47.59064650312987","1115","677171325773147"
"671","216","140","43","47.61438573069677","1101","677171325773147"
"672","220","144","42","47.63579022409609","1107","677171325773147"
"673","217","142","43","47.65580326752931","1088","677171325773147"
"674","221","139","43","47.67686830541628","1098","677171325773147"
"675","224","133","42","47.69747899159701","1108","677171325773147"
"676","228","139","41","47.71652531285151","1097","677171325773147"
"677","223","137","42","47.7350609240796","1099","677171325773147"
"678","224","140","42","47.75431222916784","1099","677171325773147"
"679","229","140","41","47.773086081357704","1097","677171325773147"
"680","229","139","41","47.78785979608408","1097","677171325773147"
"681","228","145","41","47.80314648233383","1087","677171325773147"
"682","221","143","42","47.81922388514451","1094","677171325773147"
"683","222","146","42","47.837799203139156","1101","077171325773147"
"684","223","146","42","47.85581229409926","1087","077171325773147"
"685","222","147","42","47.87433408355535","1094","077171325773147"
"686","214","147","43","47.8941921427116","1093","077171325773147"
"687","220","144","43","47.91226387304884","1098","077171325773147"
"688","216","136","44","47.92961686661624","1101","677171325773147"
"689","215","141","44","47.948439017413186","1105","677171325773147"
"690","209","133","46","47.967861223017614","1107","677171325773147"
"691","207","136","46","47.98918630916234","1115","077171325773147"
"692","209","137","46","48.010579631961015","1113","077171325773147"
"693","207","130","47","48.03147980519657","1114","077171325773147"
"694","208","133","46","48.053271586495654","1112","677171325773147"
"695","214","135","45","48.07462263588121","1105","677171325773147"
"696","218","132","44","48.09430983901982","1113","677171325773147"
"697","225","128","43","48.11323223312545","1115","677171325773147"
"698","233","130","42","48.130372184496935","1108","677171325773147"
"699","233","125","42","48.146105291232914","1101","677171325773147"
"700","233","127","42","48.16236105050652","1103","677171325773147"
"701","232","129","42","48.179099849384535","1102","677171325773147"
"702","234","124","42","48.19729355228661","1109","677171325773147"
"703","236","120","41","48.215149731440185","1113","677171325773147"
"704","232","118","42","48.23308800846179","1110","677171325773147"
"705","229","113","43","48.252247429937675","1118","677171325773147"
"706","235","116","42","48.27235793187788","1117","677171325773147"
"707","239","121","41","48.29159907046114","1109","677171325773147"
"708","239","122","41","48.31023263617891","1094","677171325773147"
"709","238","117","41","48.32981357413373","1105","677171325773147"
"710","236","122","41","48.34959071809741","1107","677171325773147"
"711","242","119","40","48.36844855363838","1106","677171325773147"
"712","242","117","40","48.386276043930884","1107","677171325773147"
"713","248","123","39","48.40510421035918","1103","677171325773147"
"714","253","121","38","48.42186304376103","1101","077171325773147"
"715","252","119","38","48.437270768632416","1105","077171325773147"
"716","250","117","38","48.45223007818429","1108","677171325773147"
"717","246","113","39","48.46793891485589","1105","077171325773147"
"718","247","114","39","48.48527525138536","1105","077171325773147"
"719","253","116","38","48.50268290239983","1104","077171325773147"
"720","258","120","37","48.51939983003305","1099","077171325773147"
"721","265","123","35","48.53456178493809","1093","077171325773147"
"722","261","124","36","48.54821060120984","1089","677171325773147"
"723","257","121","36","48.56241344781333","1103","677171325773147"
"724","259","120","36","48.57752998553923","1102","677171325773147"
"725","258","117","36","48.59164915408978","1106","677171325773147"
"726","257","111","36","48.60544549210756","1098","677171325773147"
"727","255","116","36","48.62004201858442","1102","677171325773147"
"728","263","120","35","48.63150523937909","1101","677171325773147"
"729","261","123","35","48.641128125878375","1087","677171325773147"
"730","263","127","34","48.65207087315366","1098","677171325773147"
"731","258","127","35","48.66248845217137","1077","677171325773147"
"732","258","124","35","48.673401237931955","1091","677171325773147"
"733","254","121","35","48.68509762901011","1091","677171325773147"
"734","244","122","37","48.69837943948683","1101","677171325773147"
"735","240","122","37","48.71349845029148","1098","677171325773147"
"736","242","125","37","48.730196062107424","1102","677171325773147"
"737","245","124","36","48.746038232442444","1092","677171325773147"
"738","243","129","36","48.7608159031982","1093","677171325773147"
"739","243","127","36","48.776686362758085","1094","677171325773147"
"740","241","123","37","48.79373031679225","1092","677171325773147"
"741","236","119","38","48.81180857504567","1104","677171325773147"
"742","235","116","38","48.83051487760009","1110","677171325773147"
"743","232","115","39","48.84819267193821","1116","677171325773147"
"744","234","115","38","48.86727602615484","1117","677171325773147"
"745","236","116","38","48.885384410311374","1118","677171325773147"
"746","236","122","37","48.90157993516493","1117","677171325773147"
"747","232","123","38","48.91575418537656","1109","677171325773147"
"748","233","126","37","48.93133006333673","1111","677171325773147"
"749","228","125","38","48.94654476790829","1110","677171325773147"
"750","226","130","38","48.96335806421025","1096","677171325773147"
"751","227","130","38","48.9819068255692","1103","677171325773147"
"752","222","126","39","49.0007910376119","1108","677171325773147"
"753","218","131","40","49.02064416825918","1113","677171325773147"
"754","219","136","39","49.04147707739329","1101","677171325773147"
"755","212","137","41","49.06312346028069","1110","677171325773147"
"756","207","136","42","49.08639046095565","1106","677171325773147"
"757","209","131","42","49.10991039366417","1114","677171325773147"
"758","206","136","42","49.13357105513664","1112","677171325773147"
"759","206","136","42","49.15712182061619","1109","677171325773147"
"760","206","142","42","49.18134967848923","1103","677171325773147"
"761","208","144","41","49.20515045523762","1107","677171325773147"
"762","208","140","42","49.22901613118291","1105","677171325773147"
"763","212","141","41","49.25333493090545","1108","677171325773147"
"764","218","148","39","49.27682132411632","1099","677171325773147"
"765","221","147","39","49.29886232393942","1080","677171325773147"
"766","224","139","39","49.32119115317611","1096","677171325773147"
"767","220","141","40","49.34342799282646","1096","677171325773147"
"768","223","150","38","49.3668047818247","1096","677171325773147"
"769","223","146","39","49.38875984849522","1096","677171325773147"
"770","226","136","39","49.410900776838936","1100","677171325773147"
"771","224","138","39","49.43174446527892","1098","677171325773147"
"772","226","139","39","49.452676735493405","1094","677171325773147"
"773","230","138","38","49.4739545409825","1107","677171325773147"
"774","234","146","37","49.492497134436455","1097","677171325773147"
"775","242","135","36","49.50794917238415","1109","677171325773147"
"776","243","133","36","49.52126985785329","1095","677171325773147"
"777","243","135","36","49.53502744566339","1086","677171325773147"
"778","241","130","36","49.54911902731824","1088","677171325773147"
"779","238","140","36","49.56446665540297","1086","677171325773147"
"780","229","149","37","49.58126995250397","1077","677171325773147"
"781","223","146","38","49.59727882341567","1094","677171325773147"
"782","220","148","39","49.614182754516364","1095","677171325773147"
"783","221","152","38","49.631838385405096","1092","677171325773147"
"784","220","152","38","49.64942035623795","1088","677171325773147"
"785","222","147","38","49.667626538856034","1083","677171325773147"
"786","224","140","39","49.6863770577229","1093","677171325773147"
"787","224","139","39","49.70513569937426","1096","677171325773147"
"788","223","135","39","49.723096363671864","1100","677171325773147"
"789","227","142","38","49.740958993608025","1096","677171325773147"
"790","228","138","38","49.75763836033538","1097","677171325773147"
"791","233","135","37","49.77285297329798","1099","677171325773147"
"792","237","135","37","49.78750717428783","1093","677171325773147"
"793","237","133","37","49.80210382879059","1096","677171325773147"
"794","236","131","37","49.81682815798223","1095","677171325773147"
"795","239","134","36","49.83205307262621","1094","677171325773147"
"796","242","131","36","49.84199950557553","1097","677171325773147"
"797","248","131","35","49.85129840950438","1085","677171325773147"
"798","250","130","35","49.860119179268786","1094","677171325773147"
"799","252","126","34","49.86853544817384","1091","677171325773147"
"800","251","129","34","49.87675038267536","1080","677171325773147"
"801","247","128","35","49.884976289607025","1095","677171325773147"
"802","243","127","35","49.89415946097049","1100","677171325773147"
"803","243","126","35","49.90405161387464","1106","677171325773147"
"804","245","125","35","49.91396375246561","1097","677171325773147"
"805","244","126","35","49.923752969121765","1108","677171325773147"
"806","245","122","35","49.93316232274875","1109","677171325773147"
"807","250","114","35","49.941857928946405","1101","677171325773147"
"808","249","116","35","49.949501925721904","1105","677171325773147"
"809","252","110","35","49.95748844490893","1106","677171325773147"
"810","256","112","34","49.96459496340474","1113","677171325773147"
"811","260","117","33","49.970633406822756","1094","677171325773147"
"812","263","119","32","49.97637508037863","1097","677171325773147"
"813","263","121","32","49.98097519120562","1076","677171325773147"
"814","265","121","31","49.9861027227577","1087","677171325773147"
"815","273","124","30","49.99136758815524","1079","677171325773147"
"816","273","120","30","49.99534398034468","1087","677171325773147"
"817","268","115","31","49.99816033310303","1101","677171325773147"
"818","266","115","31","50.00227132195902","1104","677171325773147"
"819","261","117","31","50.006191666616374","1102","677171325773147"
"820","252","122","32","50.01071594210032","1101","677171325773147"
"821","246","126","33","50.016548866683436","1103","677171325773147"
"822","241","131","33","50.02361802319254","1097","677171325773147"
"823","242","133","33","50.032282952730256","1105","677171325773147"
"824","239","129","33","50.039417891525424","1105","677171325773147"
"825","240","125","33","50.04710215158016","1102","677171325773147"
"826","242","128","33","50.055338478660985","1106","677171325773147"
"827","245","123","32","50.062988464094104","1104","677171325773147"
"828","241","122","33","50.069318216084625","1110","677171325773147"
"829","237","126","33","50.07681143710607","1106","677171325773147"
"830","229","126","34","50.08568009477296","1110","677171325773147"
"831","218","127","36","50.09581316582842","1112","677171325773147"
"832","217","127","36","50.10795250090012","1118","677171325773147"
"833","215","125","37","50.12025252011051","1116","677171325773147"
"834","214","124","37","50.13321010695627","1131","677171325773147"
"835","215","129","37","50.14609943483979","1116","677171325773147"
"836","214","133","37","50.158775902292305","1118","677171325773147"
"837","218","136","36","50.170789261985476","1111","677171325773147"
"838","226","141","34","50.18153576976007","1109","677171325773147"
"839","227","145","34","50.19064656274014","1089","677171325773147"
"840","231","145","33","50.20012938760546","1100","677171325773147"
"841","236","142","33","50.208254058572","1094","677171325773147"
"842","234","143","33","50.21537942504775","1101","677171325773147"
"843","228","139","34","50.222865823024776","1091","677171325773147"
"844","229","137","34","50.231183779476986","1101","677171325773147"
"845","221","137","35","50.239884699724676","1110","677171325773147"
"846","221","138","35","50.25037529803134","1105","677171325773147"
"847","218","136","36","50.26110908599234","1112","677171325773147"
"848","220","135","35","50.27160254603587","1112","677171325773147"
"849","221","135","35","50.28121554737218","1104","677171325773147"
"850","220","134","36","50.290222261267346","1112","677171325773147"
"851","220","132","36","50.299850846665066","1102","677171325773147"
"852","224","136","35","50.30951309986327","1103","677171325773147"
"853","225","138","35","50.31875805821219","1109","677171325773147"
"854","220","142","35","50.3284430823735","1099","677171325773147"
"855","216","140","36","50.338519906432744","1099","677171325773147"
"856","215","138","36","50.34849770442316","1101","677171325773147"
"857","209","142","37","50.359032997649784","1107","677171325773147"
"858","207","143","38","50.369085301518275","1109","677171325773147"
"859","207","141","38","50.38040312447579","1109","677171325773147"
"860","204","139","39","50.38887153862223","1106","677171325773147"
"861","206","140","38","50.398793844448065","1104","677171325773147"
"862","206","140","38","50.408809240817995","1111","677171325773147"
"863","208","140","38","50.41880662041039","1111","677171325773147"
"864","208","137","38","50.4289365229209","1117","677171325773147"
"865","218","138","36","50.438110842819896","1110","677171325773147"
"866","219","138","36","50.44544608918392","1099","677171325773147"
"867","217","146","36","50.45175109102745","1103","677171325773147"
"868","220","147","36","50.45759877200874","1101","677171325773147"
"869","219","146","36","50.4627661400122","1096","677171325773147"
"870","217","145","36","50.468403101130036","1089","677171325773147"
"871","211","142","38","50.4744707560633","1100","677171325773147"
"872","211","144","38","50.48234080507972","1098","677171325773147"
"873","209","145","38","50.4903968759967","1094","677171325773147"
"874","208","144","38","50.49928644936118","1102","677171325773147"
"875","199","144","40","50.50726621197288","1110","677171325773147"
"876","199","145","40","50.517289889272625","1111","677171325773147"
"877","197","145","41","50.52779524837576","1094","677171325773147"
"878","199","147","40","50.539539516878115","1109","677171325773147"
"879","198","153","40","50.550652125982104","1098","677171325773147"
"880","197","159","40","50.56257870691996","1099","677171325773147"
"881","196","162","40","50.57505725470782","1085","677171325773147"
"882","195","163","41","50.588165026990396","1093","677171325773147"
"883","198","165","40","50.60099398319399","1093","677171325773147"
"884","201","161","40","50.61323910562439","1096","677171325773147"
"885","203","158","40","50.62491857043429","1097","677171325773147"
"886","206","154","39","50.63573996892424","1097","677171325773147"
"887","208","152","39","50.6459151599371","1094","677171325773147"
"888","213","148","39","50.656300193077726","1101","677171325773147"
"889","219","150","38","50.66517792261564","1102","677171325773147"
"890","227","146","36","50.672136089818906","1100","677171325773147"
"891","232","148","35","50.67730172183119","1093","677171325773147"
"892","239","147","34","50.68124916469959","1093","677171325773147"
"893","244","152","33","50.68384728749044","1094","677171325773147"
"894","255","149","32","50.683970254194975","1085","677171325773147"
"895","259","146","31","50.68205463802086","1075","677171325773147"
"896","258","144","32","50.67934851832828","1073","677171325773147"
"897","262","140","31","50.677251135038205","1078","677171325773147"
"898","262","135","31","50.67418950484057","1078","677171325773147"
"899","266","139","30","50.6713683107722","1070","677171325773147"
"900","265","135","31","50.66796791120021","1076","677171325773147"
"901","268","137","30","50.665350824143104","1077","677171325773147"
"902","266","132","30","50.66197832603233","1081","677171325773147"
"903","264","132","30","50.658902532617546","1074","677171325773147"
"904","259","134","31","50.65630268660689","1087","677171325773147"
"905","264","137","30","50.6550346282727","1079","677171325773147"
"906","260","135","30","50.65290081710903","1086","677171325773147"
"907","253","132","31","50.65212272506823","1087","677171325773147"
"908","246","132","32","50.652884824733796","1087","677171325773147"
"909","241","132","33","50.655088440255774","1084","677171325773147"
"910","242","141","32","50.6579337375892","1079","677171325773147"
"911","242","144","32","50.661429446622606","1086","677171325773147"
"912","246","144","31","50.665522413112136","1094","677171325773147"
"913","244","145","31","50.669108939801625","1079","677171325773147"
"914","243","139","32","50.67295780884698","1086","677171325773147"
"915","240","140","32","50.67670851669737","1083","677171325773147"
"916","234","141","33","50.68183385039692","1088","677171325773147"
"917","226","143","34","50.68811929122472","1088","677171325773147"
"918","221","146","34","50.695955384582824","1096","677171325773147"
"919","213","145","36","50.70444068797173","1100","677171325773147"
"920","208","151","36","50.71464102316756","1092","677171325773147"
"921","211","153","36","50.72431813070951","1098","677171325773147"
"922","208","148","37","50.73394053814155","1099","677171325773147"
"923","203","142","38","50.74461094639043","1102","677171325773147"
"924","209","145","37","50.75556065489835","1107","677171325773147"
"925","206","143","38","50.76499091136902","1102","677171325773147"
"926","210","149","36","50.77511008876372","1099","677171325773147"
"927","206","150","37","50.78463191375114","1102","677171325773147"
"928","208","156","37","50.795084449498155","1101","677171325773147"
"929","212","151","36","50.80525614694334","1092","677171325773147"
"930","212","154","36","50.81516017366554","1091","677171325773147"
"931","210","153","37","50.82481427156908","1084","677171325773147"
"932","208","152","37","50.83559274519913","1088","677171325773147"
"933","211","157","36","50.847138200128356","1103","677171325773147"
"934","209","157","37","50.857620857083035","1104","677171325773147"
"935","212","150","37","50.86826858700343","1103","677171325773147"
"936","215","146","37","50.87846825451205","1106","677171325773147"
"937","216","143","37","50.88778956005856","1104","677171325773147"
"938","218","146","36","50.8973267763702","1108","677171325773147"
"939","219","149","36","50.90629755969611","1096","677171325773147"
"940","223","149","35","50.914399089999385","1090","677171325773147"
"941","223","148","35","50.92148362235116","1083","677171325773147"
"942","228","149","34","50.928201239443","1085","677171325773147"
"943","228","147","34","50.93429375845601","1087","677171325773147"
"944","233","150","33","50.93994396648472","1085","677171325773147"
"945","235","148","33","50.94411268134115","1090","677171325773147"
"946","236","148","33","50.947975163814185","1080","677171325773147"
"947","239","140","33","50.951984405458575","1093","677171325773147"
"948","240","141","33","50.95604161691306","1090","677171325773147"
"949","241","139","33","50.95974675142902","1092","677171325773147"
"950","242","137","33","50.963183925011485","1090","677171325773147"
"951","244","138","32","50.96651442817512","1090","677171325773147"
"952","246","134","32","50.96958895759446","1091","677171325773147"
"953","248","133","32","50.97216074128008","1092","677171325773147"
"954","250","134","31","50.974344969728676","1093","677171325773147"
"955","245","135","32","50.97646211244098","1092","677171325773147"
"956","244","142","32","50.97944698566117","1088","677171325773147"
"957","247","137","31","50.98247559210372","1092","677171325773147"
"958","246","136","31","50.985286653919","1091","677171325773147"
"959","240","131","33","50.98889440726698","1096","677171325773147"
"960","245","128","32","50.99375086296437","1105","677171325773147"
"961","239","133","32","50.99706320993755","1092","677171325773147"
"962","239","137","32","50.99712800526495","1099","677171325773147"
"963","237","140","32","50.997340398431206","1096","677171325773147"
"964","232","141","33","50.99736905046687","1099","677171325773147"
"965","232","146","32","50.99781436319232","1086","677171325773147"
"966","230","148","33","50.9979895517619","1091","677171325773147"
"967","229","154","32","50.99779412883349","1085","677171325773147"
"968","230","152","32","50.998232284860926","1096","677171325773147"
"969","226","152","33","50.99889203683139","1090","677171325773147"
"970","230","152","32","51.00040932658244","1092","677171325773147"
"971","229","148","33","51.00167578590368","1092","677171325773147"
"972","230","153","32","51.00293932289744","1096","677171325773147"
"973","230","158","32","51.003842376936134","1080","677171325773147"
"974","223","156","33","51.00509544528605","1085","677171325773147"
"975","223","158","33","51.008154631509605","1095","677171325773147"
"976","221","159","33","51.01134749637439","1086","677171325773147"
"977","222","159","33","51.01540065773689","1082","677171325773147"
"978","221","161","33","51.01942471982179","1084","677171325773147"
"979","224","168","32","51.02367506190178","1079","677171325773147"
"980","218","166","33","51.02762080354201","1082","677171325773147"
"981","223","162","33","51.03230234032299","1087","677171325773147"
"982","224","164","32","51.03621497656842","1077","677171325773147"
"983","221","162","33","51.04050716121239","1077","677171325773147"
"984","221","163","33","51.045133689840036","1086","677171325773147"
"985","223","168","32","51.04836369418569","1084","677171325773147"
"986","229","165","32","51.050598355082386","1082","677171325773147"
"987","228","166","32","51.05217205921771","1072","677171325773147"
"988","227","165","32","51.05366322316142","1079","677171325773147"
"989","224","168","32","51.054621994232555","1066","677171325773147"
"990","222","160","33","51.05556461455646","1074","677171325773147"
"991","214","159","34","51.05748794416603","1077","677171325773147"
"992","214","160","34","51.06131756840091","1083","677171325773147"
"993","216","159","34","51.06567599383379","1083","677171325773147"
"994","208","157","36","51.07009343495271","1090","677171325773147"
"995","205","158","36","51.07583644219047","1088","677171325773147"
"996","206","161","36","51.08261480143032","1084","677171325773147"
"997","205","167","36","51.089796038497084","1082","677171325773147"
"998","205","174","35","51.09743368599574","1074","677171325773147"
"999","206","171","35","51.10515391243094","1071","677171325773147"
"1000","208","174","35","51.11339606216851","1072","677171325773147"
"1001","208","176","35","51.12130775920235","1066","677171325773147"
"1002","206","172","36","51.129169228967626","1078","677171325773147"
"1003","204","174","36","51.13807898586101","1073","677171325773147"
"1004","207","175","35","51.14656314538486","1083","677171325773147"
"1005","204","175","36","51.15400148897184","1075","677171325773147"
"1006","199","173","37","51.16197165982108","1084","677171325773147"
"1007","203","175","36","51.170799459969174","1076","677171325773147"
"1008","204","169","37","51.179504844336435","1083","677171325773147"
"1009","207","162","37","51.18840059906695","1090","677171325773147"
"1010","206","160","37","51.19690792531809","1079","677171325773147"
"1011","208","165","37","51.20618282430608","1083","677171325773147"
"1012","209","163","37","51.21551449198371","1085","677171325773147"
"1013","209","164","37","51.22486495358503","1082","677171325773147"
"1014","212","160","36","51.23428819444489","1077","677171325773147"
"1015","212","164","36","51.24329871080923","1072","677171325773147"
"1016","218","164","35","51.25242078312138","1089","677171325773147"
"1017","220","160","35","51.26037249641875","1085","677171325773147"
"1018","222","165","35","51.26805524872537","1074","677171325773147"
"1019","224","165","34","51.27543129089872","1072","677171325773147"
"1020","228","155","34","51.28239116683005","1079","677171325773147"
"1021","236","153","33","51.288703469669564","1077","677171325773147"
"1022","242","152","32","51.29383355966611","1067","677171325773147"
"1023","244","148","32","51.297825900064446","1077","677171325773147"
"1024","244","145","32","51.30095697888584","1076","677171325773147"
"1025","242","148","32","51.304361914020134","1069","677171325773147"
"1026","242","142","33","51.30811407683858","1080","677171325773147"
"1027","244","143","32","51.311985965980305","1072","677171325773147"
"1028","244","146","32","51.31611662472147","1071","677171325773147"
"1029","246","136","32","51.32063614028142","1082","677171325773147"
"1030","246","135","32","51.324782073148064","1086","677171325773147"
"1031","244","134","33","51.329041386294605","1088","677171325773147"
"1032","245","130","33","51.33386585999949","1094","677171325773147"
"1033","246","129","32","51.338885348063606","1090","677171325773147"
"1034","249","123","32","51.343938772334816","1094","677171325773147"
"1035","255","123","31","51.348485704865965","1085","677171325773147"
"1036","256","118","31","51.352136993390694","1093","677171325773147"
"1037","263","115","31","51.35570737850162","1098","677171325773147"
"1038","264","108","31","51.35804189896986","1102","677171325773147"
"1039","264","106","31","51.35967995950322","1097","677171325773147"
"1040","263","109","31","51.36189446285833","1094","677171325773147"
"1041","258","112","31","51.364848626534624","1100","677171325773147"
"1042","257","113","31","51.369008980400466","1095","677171325773147"
"1043","256","111","31","51.373804748356235","1106","677171325773147"
"1044","257","120","30","51.378786467020554","1101","677171325773147"
"1045","262","116","30","51.383200792916305","1097","677171325773147"
"1046","261","117","30","51.38720981572325","1089","677171325773147"
"1047","262","118","29","51.391498704892136","1105","677171325773147"
"1048","264","117","29","51.39557138088393","1092","677171325773147"
"1049","269","113","28","51.39926928206311","1096","677171325773147"
"1050","266","112","29","51.40141799362732","1097","677171325773147"
"1051","263","114","29","51.404255220868194","1101","677171325773147"
"1052","259","112","29","51.407557093426036","1110","677171325773147"
"1053","259","110","29","51.41008898248503","1095","677171325773147"
"1054","264","108","29","51.412610232524315","1100","677171325773147"
"1055","264","105","29","51.414651637460665","1101","677171325773147"
"1056","262","103","29","51.416913074620716","1101","677171325773147"
"1057","263","101","29","51.41974153665581","1104","677171325773147"
"1058","265","96","29","51.42321169287468","1110","677171325773147"
"1059","264","96","28","51.42675194202782","1111","677171325773147"
"1060","271","97","28","51.43037697052819","1126","677171325773147"
"1061","270","101","27","51.43292518745393","1107","677171325773147"
"1062","268","102","27","51.43588387855515","1114","677171325773147"
"1063","272","96","27","51.43904415480401","1131","677171325773147"
"1064","261","95","28","51.44177037343573","1122","677171325773147"
"1065","258","94","28","51.44472551228061","1111","677171325773147"
"1066","262","99","27","51.44816058063095","1121","677171325773147"
"1067","259","103","27","51.45055094421732","1109","677171325773147"
"1068","249","106","28","51.453063976721346","1100","677171325773147"
"1069","244","104","29","51.45698851821758","1112","677171325773147"
"1070","238","106","29","51.46203897698991","1124","677171325773147"
"1071","237","108","29","51.46760516368862","1116","677171325773147"
"1072","235","111","29","51.47373827943756","1116","677171325773147"
"1073","236","118","29","51.47969159307612","1107","677171325773147"
"1074","234","111","29","51.48551773751222","1106","677171325773147"
"1075","235","109","29","51.49221627351329","1116","677171325773147"
"1076","235","107","29","51.498804283939236","1124","677171325773147"
"1077","234","105","30","51.5061179486724","1116","677171325773147"
"1078","237","107","29","51.51391102673896","1131","677171325773147"
"1079","233","112","29","51.52096070845582","1118","677171325773147"
"1080","233","113","29","51.52810319098595","1118","677171325773147"
"1081","237","115","29","51.535154942401924","1121","677171325773147"
"1082","233","120","29","51.54154925809715","1110","677171325773147"
"1083","231","125","29","51.54875045096046","1106","677171325773147"
"1084","230","123","29","51.55582152772875","1113","677171325773147"
"1085","231","117","29","51.56315171880458","1113","677171325773147"
"1086","232","114","29","51.57017578914225","1115","677171325773147"
"1087","234","117","29","51.57689902193481","1116","677171325773147"
"1088","234","116","29","51.58330194657054","1109","677171325773147"
"1089","235","117","28","51.58630092115148","1125","677171325773147"
"1090","236","115","28","51.58930877124756","1127","677171325773147"
"1091","234","115","29","51.5918660329356","1112","677171325773147"
"1092","228","119","29","51.595199851733284","1105","677171325773147"
"1093","228","121","29","51.599353746595014","1111","677171325773147"
"1094","226","126","29","51.603842800144854","1114","677171325773147"
"1095","221","124","30","51.609309282886464","1114","677171325773147"
"1096","219","126","30","51.610695276480385","1116","677171325773147"
"1097","211","124","31","51.61287872134932","1127","677171325773147"
"1098","209","124","32","51.615908682129465","1129","677171325773147"
"1099","212","125","31","51.618833274895216","1122","677171325773147"
"1100","219","126","30","51.62154292119915","1128","677171325773147"
"1101","220","122","30","51.62299040644685","1116","677171325773147"
"1102","224","130","29","51.62451542976559","1115","677171325773147"
"1103","224","132","29","51.62508786866677","1106","677171325773147"
"1104","222","133","29","51.62565482707372","1104","677171325773147"
"1105","222","131","29","51.625873165970575","1110","677171325773147"
"1106","227","135","28","51.62662220345443","1114","677171325773147"
"1107","225","137","29","51.62608185099854","1107","677171325773147"
"1108","222","143","29","51.62551324107707","1095","677171325773147"
"1109","222","145","28","51.62573520794217","1091","677171325773147"
"1110","213","148","29","51.626572535007064","1098","677171325773147"
"1111","211","153","29","51.629326031575886","1097","677171325773147"
"1112","208","145","31","51.63291533743434","1101","677171325773147"
"1113","200","144","32","51.637202624216016","1113","677171325773147"
"1114","202","145","32","51.64240313527614","1107","677171325773147"
"1115","203","149","31","51.6474379730008","1107","677171325773147"
"1116","201","151","32","51.652556117255706","1104","677171325773147"
"1117","198","149","32","51.65800712817393","1105","677171325773147"
"1118","196","150","33","51.663762998687076","1108","677171325773147"
"1119","191","156","33","51.66939866024796","1103","677171325773147"
"1120","186","156","35","51.67586040873216","1110","677171325773147"
"1121","192","153","34","51.682802996461","1111","677171325773147"
"1122","192","159","34","51.688390557940316","1106","677171325773147"
"1123","196","153","33","51.69337713129135","1104","677171325773147"
"1124","193","152","34","51.697966476425925","1113","677171325773147"
"1125","194","149","34","51.70286110599789","1107","677171325773147"
"1126","192","146","35","51.70681638327491","1115","677171325773147"
"1127","195","149","35","51.71068142088454","1110","677171325773147"
"1128","196","151","34","51.71421921575701","1106","677171325773147"
"1129","197","152","34","51.71789740482549","1108","677171325773147"
"1130","198","153","34","51.721549316791766","1110","677171325773147"
"1131","199","145","35","51.7249662411134","1114","677171325773147"
"1132","204","147","34","51.72845091763464","1116","677171325773147"
"1133","206","151","33","51.73127200666831","1114","677171325773147"
"1134","209","155","33","51.73320671986171","1103","677171325773147"
"1135","212","156","32","51.734814556970484","1095","677171325773147"
"1136","211","160","32","51.73553648906025","1081","677171325773147"
"1137","216","157","32","51.736840767138546","1094","677171325773147"
"1138","216","158","32","51.73766563651028","1082","677171325773147"
"1139","217","149","32","51.738683562721924","1088","677171325773147"
"1140","224","151","31","51.7401444369793","1091","677171325773147"
"1141","219","152","32","51.740765915049764","1099","677171325773147"
"1142","220","153","31","51.74207249690025","1090","677171325773147"
"1143","219","159","31","51.74326397141283","1085","677171325773147"
"1144","219","152","32","51.743972213451606","1094","677171325773147"
"1145","222","152","31","51.74513762702778","1097","677171325773147"
"1146","216","155","32","51.74550986275389","1090","677171325773147"
"1147","217","156","32","51.74737805543699","1081","677171325773147"
"1148","217","153","32","51.74934878082581","1088","677171325773147"
"1149","218","145","32","51.75193197438601","1092","677171325773147"
"1150","222","139","32","51.754892519490916","1098","677171325773147"
"1151","216","141","33","51.75755471521356","1097","677171325773147"
"1152","220","139","33","51.76069912066641","1106","677171325773147"
"1153","220","135","33","51.76297329347157","1100","677171325773147"
"1154","228","133","32","51.76547273394779","1102","677171325773147"
"1155","229","134","32","51.767108443778","1106","677171325773147"
"1156","233","132","31","51.768875250344934","1093","677171325773147"
"1157","230","133","32","51.770143343233805","1088","677171325773147"
"1158","229","134","32","51.77226220951533","1094","677171325773147"
"1159","233","139","31","51.77465010939958","1090","677171325773147"
"1160","237","137","30","51.776269836661605","1094","677171325773147"
"1161","243","140","29","51.77747160538883","1094","677171325773147"
"1162","241","135","30","51.77816321292893","1081","677171325773147"
"1163","236","134","30","51.779368525526095","1093","677171325773147"
"1164","233","133","31","51.78145927924319","1094","677171325773147"
"1165","228","127","32","51.78461227320043","1105","677171325773147"
"1166","231","118","32","51.78828264168409","1123","677171325773147"
"1167","231","114","32","51.79126895523287","1119","677171325773147"
"1168","230","112","32","51.793677512820686","1112","677171325773147"
"1169","229","115","32","51.79664396967193","1116","677171325773147"
"1170","225","117","33","51.79954648712415","1124","677171325773147"
"1171","230","118","32","51.80259626197413","1116","677171325773147"
"1172","230","117","32","51.80523436987508","1121","677171325773147"
"1173","235","113","32","51.80809280757705","1119","677171325773147"
"1174","238","112","31","51.81027447995356","1119","677171325773147"
"1175","239","115","31","51.812298898978675","1123","677171325773147"
"1176","235","119","31","51.813613527754335","1123","677171325773147"
"1177","235","120","31","51.81566931222367","1117","677171325773147"
"1178","235","118","31","51.81727272727311","1115","677171325773147"
