"dzien","Ilosc zwierzakow","Ilosc roslinek","Srednia energia","Sredni czas zycia","Ilosc wolnych pol","Najpopularniejszy gen"
"43","23","138","73","18.207983193277325","205","166606736011421"
"44","23","139","75","18.557948717948733","205","166606736011421"
"45","23","141","77","18.914829659318652","204","166606736011421"
"46","22","145","82","19.27815866797259","204","166606736011421"
"47","22","147","85","19.621284755512956","200","166606736011421"
"48","23","147","83","19.970892018779363","200","166606736011421"
"49","24","150","82","20.308823529411786","200","166606736011421"
"50","27","151","74","20.635791366906496","197","166606736011421"
"51","29","148","72","20.917471466198442","198","166606736011421"
"52","31","147","70","21.17465753424661","197","166606736011421"
"53","32","148","70","21.409507923269427","193","166606736011421"
"54","33","152","70","21.640942323314412","189","166606736011421"
"55","33","149","73","21.86946202531649","196","166606736011421"
"56","35","147","70","22.07787201233619","194","166606736011421"
"57","38","147","66","22.2687687687688","192","166606736011421"
"58","40","150","64","22.428467153284696","192","166606736011421"
"59","45","149","59","22.575886524822717","190","166606736011421"
"60","46","149","59","22.668041237113417","185","166606736011421"
"61","48","152","58","22.763491005996016","179","166606736011421"
"62","52","151","55","22.854744996772126","184","166606736011421"
"63","54","151","54","22.915677701436614","177","166606736011421"
"64","57","153","52","22.977643504531734","171","166606736011421"
"65","61","148","50","23.028621495327116","173","166606736011421"
"66","63","147","49","23.058657642414","169","166606736011421"
"67","65","141","50","23.09041394335513","177","166606736011421"
"68","67","131","50","23.129931614939515","177","166606736011421"
"69","69","127","50","23.177337398373997","181","166606736011421"
"70","68","121","52","23.22287677957782","189","166606736011421"
"71","70","113","52","23.27173396674586","193","166606736011421"
"72","73","110","51","23.32827586206899","196","645236261514011"
"73","75","103","51","23.3825622775801","201","166606736011421"
"74","84","98","46","23.44123977615156","211","645236261514011"
"75","92","102","42","23.443290402991302","200","645236261514011"
"76","99","91","40","23.406962785114057","210","645236261514011"
"77","107","87","38","23.339107005388776","202","645236261514011"
"78","112","85","36","23.24695009242145","202","645236261514011"
"79","120","81","34","23.142705005324846","195","645236261514011"
"80","128","78","32","23.024514811031693","201","645236261514011"
"81","136","70","30","22.891680261011448","200","645236261514011"
"82","137","62","31","22.75195251483914","203","645236261514011"
"83","141","59","30","22.618933493109672","202","645236261514011"
"84","145","60","29","22.497269330267343","199","645236261514011"
"85","149","59","28","22.372240618101568","204","645236261514011"
"86","154","64","26","22.25523456135703","202","645236261514011"
"87","155","56","26","22.13878278584163","202","645236261514011"
"88","158","56","26","22.04703576678101","202","645236261514011"
"89","160","59","25","21.981367924528328","199","645236261514011"
"90","162","57","24","21.929090909090938","201","645236261514011"
"91","163","54","24","21.89763261727314","206","645236261514011"
"92","163","48","24","21.886349206349216","214","645236261514011"
"93","164","48","24","21.859247135842885","205","645236261514011"
"94","166","45","23","21.84936658749013","208","645236261514011"
"95","164","46","23","21.843234955921833","202","645236261514011"
"96","166","49","23","21.850798959494632","192","166606736011421"
"97","172","48","21","21.843186733958195","200","166606736011421"
"98","175","49","21","21.834790209790214","200","166606736011421"
"99","171","49","21","21.830534351145047","192","166606736011421"
"100","169","45","21","21.842400263765278","203","166606736011421"
"101","164","46","21","21.867842822774687","204","166606736011421"
"102","161","49","21","21.90842319112364","196","166606736011421"
"103","157","50","22","21.953201219512223","196","166606736011421"
"104","156","51","22","21.999851124013723","206","166606736011421"
"105","160","52","21","22.04903244580244","203","166606736011421"
"106","161","50","20","22.101379212284968","202","166606736011421"
"107","161","54","20","22.158743397275533","195","166606736011421"
"108","162","47","20","22.21889870836168","205","166606736011421"
"109","163","45","20","22.2836237860849","204","166606736011421"
"110","164","46","19","22.34361979166669","200","166606736011421"
"111","159","51","19","22.401835798062237","201","166606736011421"
"112","155","50","20","22.4588279395227","203","166606736011421"
"113","152","49","20","22.518386859524416","208","166606736011421"
"114","152","41","20","22.578580024067406","219","166606736011421"
"115","151","40","20","22.640865043724915","216","166606736011421"
"116","148","37","20","22.707651224892636","222","166606736011421"
"117","151","37","20","22.772856979796863","219","166606736011421"
"118","151","38","20","22.835278276481183","216","166606736011421"
"119","154","45","19","22.885137371731247","219","166606736011421"
"120","154","41","19","22.937615276120244","215","166606736011421"
"121","152","44","18","22.996478497492294","205","166606736011421"
"122","148","40","19","23.043998739892913","213","166606736011421"
"123","146","46","19","23.096887602109398","214","166606736011421"
"124","146","47","19","23.157583783233175","216","166606736011421"
"125","139","48","19","23.221118137107297","215","166606736011421"
"126","138","49","19","23.29489210057414","217","166606736011421"
"127","144","47","18","23.362890624999984","211","166606736011421"
"128","147","50","18","23.42228428351308","206","166606736011421"
"129","144","53","18","23.483145000474767","206","166606736011421"
"130","145","49","18","23.54351288056206","213","166606736011421"
"131","147","54","17","23.602033271719026","202","166606736011421"
"132","148","53","17","23.65715327801584","205","166606736011421"
"133","147","50","17","23.713900134952755","203","166606736011421"
"134","144","48","17","23.781832711774097","208","166606736011421"
"135","140","45","18","23.84832544274942","215","166606736011421"
"136","135","43","18","23.922657197297756","216","166606736011421"
"137","128","45","19","24.007961647119245","214","166606736011421"
"138","121","45","20","24.097298670505538","222","166606736011421"
"139","117","51","21","24.19279128248113","216","166606736011421"
"140","111","55","22","24.295011206109397","219","166606736011421"
"141","110","52","22","24.39817404178318","226","166606736011421"
"142","106","54","23","24.508803390935757","220","166606736011421"
"143","111","58","22","24.622838209148206","221","166606736011421"
"144","108","54","23","24.727352823388056","221","166606736011421"
"145","108","57","23","24.83736996744222","221","166606736011421"
"146","105","58","23","24.948980395244458","221","166606736011421"
"147","110","58","22","25.056379821958448","225","166606736011421"
"148","111","59","22","25.157246825642606","222","166606736011421"
"149","110","59","22","25.245797190450595","216","166606736011421"
"150","113","60","22","25.33432290477277","221","166606736011421"
"151","112","65","22","25.421584905660367","207","166606736011421"
"152","108","68","22","25.512722646310422","211","166606736011421"
"153","104","64","24","25.605196733481804","210","166606736011421"
"154","105","65","24","25.701119787829665","217","166606736011421"
"155","105","65","24","25.799473645734327","211","166606736011421"
"156","110","66","23","25.895385954730113","221","166606736011421"
"157","112","66","22","25.986972794011795","212","166606736011421"
"158","112","66","22","26.075110666857054","219","166606736011421"
"159","113","69","22","26.16567502479104","214","166606736011421"
"160","116","71","21","26.25458506078279","209","166606736011421"
"161","118","65","21","26.344671359866165","213","166606736011421"
"162","116","68","22","26.435603180089863","203","166606736011421"
"163","119","70","21","26.518140045264378","209","166606736011421"
"164","116","68","22","26.59795918367346","207","166606736011421"
"165","117","68","21","26.680143088552907","208","166606736011421"
"166","119","68","21","26.75825353244491","210","166606736011421"
"167","118","68","21","26.83377624235981","212","166606736011421"
"168","119","68","21","26.910547132498344","212","166606736011421"
"169","124","73","20","26.988880894760932","207","166606736011421"
"170","121","71","20","27.063842211120477","212","166606736011421"
"171","122","71","20","27.14381357023303","208","166606736011421"
"172","123","68","20","27.225664282064375","205","166606736011421"
"173","119","67","21","27.306610051334044","209","166606736011421"
"174","120","60","21","27.388853943892308","214","166606736011421"
"175","121","60","21","27.472406043201392","213","166606736011421"
"176","122","60","21","27.55406158993741","211","166606736011421"
"177","126","53","21","27.63686120164811","226","166606736011421"
"178","131","52","20","27.715201074022083","217","366606736011421"
"179","130","53","20","27.79186342172175","216","145236261514011"
"180","127","52","20","27.868272465160974","217","366606736011421"
"181","127","52","20","27.938897168405365","218","166606736011421"
"182","129","45","20","28.009821322920363","221","145236261514011"
"183","130","45","20","28.07421760319417","219","145236261514011"
"184","129","42","20","28.140900879902095","222","145236261514011"
"185","131","51","19","28.204916136495065","218","166606736011421"
"186","137","49","19","28.26628781355832","225","166606736011421"
"187","136","49","19","28.323727075976738","211","166606736011421"
"188","137","49","18","28.386063072227856","211","166606736011421"
"189","137","49","18","28.44983455779258","218","166606736011421"
"190","139","50","18","28.50356188780053","215","166606736011421"
"191","139","51","18","28.560004418180817","213","166606736011421"
"192","138","50","18","28.615093719171355","222","166606736011421"
"193","138","45","18","28.67101827676244","223","166606736011421"
"194","139","47","17","28.726865349314366","221","166606736011421"
"195","138","47","17","28.780290445313792","222","145236261514011"
"196","138","50","17","28.837012607053605","223","145236261514011"
"197","140","49","17","28.89269683688022","219","145236261514011"
"198","140","51","16","28.94233894218172","218","145236261514011"
"199","138","45","17","28.99469219961496","221","145236261514011"
"200","136","46","17","29.049702919142376","219","145236261514011"
"201","136","50","17","29.106613308706617","214","145236261514011"
"202","136","51","16","29.16630152341166","213","145236261514011"
"203","132","53","17","29.221423872893826","222","145236261514011"
"204","130","50","17","29.280573008293576","220","145236261514011"
"205","129","46","17","29.342471910112394","222","145236261514011"
"206","128","51","17","29.40458469782677","221","145236261514011"
"207","127","48","18","29.465486638398616","231","145236261514011"
"208","126","47","18","29.52702239208196","222","145236261514011"
"209","122","50","18","29.591185780375003","224","145236261514011"
"210","121","45","19","29.657307450259026","227","145236261514011"
"211","121","47","18","29.72769275194921","221","145236261514011"
"212","125","49","18","29.802095794057166","227","145236261514011"
"213","128","46","17","29.874286529680397","227","145236261514011"
"214","130","45","17","29.942416792738307","221","145236261514011"
"215","128","47","17","30.01038436237199","225","145236261514011"
"216","126","46","17","30.076879962634315","225","145236261514011"
"217","124","47","18","30.13359026745917","227","145236261514011"
"218","121","44","18","30.189012003693477","223","145236261514011"
"219","119","44","19","30.24856526330291","228","145236261514011"
"220","119","45","19","30.310913242009164","234","145236261514011"
"221","124","50","17","30.37517598437716","230","145236261514011"
"222","125","48","17","30.43666169895681","224","145236261514011"
"223","125","49","17","30.499012035207503","222","145236261514011"
"224","128","50","17","30.55972848658066","222","145236261514011"
"225","128","50","17","30.610363660583488","215","145236261514011"
"226","130","54","16","30.658307210031378","218","145236261514011"
"227","133","53","16","30.704508538566255","215","145236261514011"
"228","134","50","16","30.75117842178774","219","145236261514011"
"229","135","48","15","30.793630131042292","221","145236261514011"
"230","135","52","15","30.836719727362958","222","145236261514011"
"231","137","50","15","30.882098130039488","214","145236261514011"
"232","141","49","14","30.92632072655953","218","145236261514011"
"233","142","56","14","30.95549716029502","209","145236261514011"
"234","138","57","14","30.983779912369425","220","145236261514011"
"235","139","60","14","30.998156990868758","213","645236261514011"
"236","140","55","14","31.006121684087816","226","645236261514011"
"237","144","54","13","31.01618846520104","221","145236261514011"
"238","143","53","13","31.026546487220674","215","145236261514011"
"239","137","52","14","31.03604746317515","216","145236261514011"
"240","135","57","13","31.04467591650733","212","345236261514011"
"241","132","54","14","31.04685982518617","211","145236261514011"
"242","127","54","14","31.053654805989403","225","345236261514011"
"243","127","59","14","31.064955348203945","212","645236261514011"
"244","125","60","14","31.073551677424526","219","645236261514011"
"245","125","59","14","31.083059112714615","219","645236261514011"
"246","129","57","14","31.09322234495821","218","645236261514011"
"247","129","57","14","31.1015818188955","221","645236261514011"
"248","129","58","13","31.111692572053453","222","345236261514011"
"249","128","55","14","31.116844763940186","219","345236261514011"
"250","127","59","14","31.114951861733005","217","345236261514011"
"251","124","54","14","31.1180838784148","223","345236261514011"
"252","120","62","14","31.124837252048735","213","345236261514011"
"253","119","61","14","31.121788518716198","220","645236261514011"
"254","116","56","15","31.11232117785454","225","345236261514011"
"255","113","62","15","31.100797158940672","219","345236261514011"
"256","114","59","15","31.094725754269835","220","345236261514011"
"257","108","60","16","31.090313155528943","217","345236261514011"
"258","102","61","17","31.091553499477715","222","345236261514011"
"259","104","59","17","31.08983126440202","223","345236261514011"
"260","104","56","18","31.0893002591633","233","345236261514011"
"261","104","59","17","31.08892085269605","226","345236261514011"
"262","109","54","17","31.088176941729763","226","345236261514011"
"263","112","54","17","31.08573937863654","227","345236261514011"
"264","117","59","16","31.08261962899525","219","345236261514011"
"265","118","56","16","31.076389896937172","219","345236261514011"
"266","118","54","16","31.07263135072634","221","345236261514011"
"267","119","50","16","31.065738341968938","227","345236261514011"
"268","122","53","15","31.059116477374538","220","345236261514011"
"269","126","54","15","31.05065458566692","224","345236261514011"
"270","124","50","15","31.041975922440454","227","345236261514011"
"271","128","55","14","31.035922639041146","226","345236261514011"
"272","127","50","15","31.028087712505744","222","345236261514011"
"273","126","52","15","31.022986894666783","216","345236261514011"
"274","127","50","15","31.018734300865223","214","345236261514011"
"275","126","57","14","31.016185613559816","215","345236261514011"
"276","126","57","14","31.01604592454268","211","345236261514011"
"277","129","53","14","31.01838653031714","225","345236261514011"
"278","128","52","14","31.01755107637463","215","345236261514011"
"279","126","50","15","31.020511945392514","223","345236261514011"
"280","125","50","15","31.022361177190263","210","345236261514011"
"281","123","48","15","31.02751175933135","226","345236261514011"
"282","121","54","15","31.033194041922243","221","345236261514011"
"283","123","58","14","31.041416345024356","217","345236261514011"
"284","126","52","14","31.05060498696439","231","345236261514011"
"285","127","49","14","31.05894687791242","226","345236261514011"
"286","125","46","15","31.067813463259444","224","345236261514011"
"287","121","50","15","31.076577766041744","222","345236261514011"
"288","125","53","14","31.089259295788562","228","345236261514011"
"289","123","52","14","31.098782005107743","226","345236261514011"
"290","128","55","14","31.108005869884256","219","345236261514011"
"291","129","52","14","31.113921995258686","218","345236261514011"
"292","128","52","14","31.12204902658304","212","345236261514011"
"293","129","57","13","31.13143317230276","222","345236261514011"
"294","130","53","13","31.141377209018913","225","345236261514011"
"295","128","53","13","31.142323293621665","223","345236261514011"
"296","134","55","13","31.140789515539037","225","345236261514011"
"297","129","53","13","31.134807259827078","223","345236261514011"
"298","129","56","13","31.130473186119897","219","345236261514011"
"299","126","56","13","31.12325237990514","220","345236261514011"
"300","125","55","13","31.119324049444554","224","345236261514011"
"301","124","59","13","31.114183291770594","222","345236261514011"
"302","123","56","13","31.10967581666876","216","345236261514011"
"303","123","56","13","31.106319794598964","222","345236261514011"
"304","121","59","13","31.105608628659496","217","345236261514011"
"305","119","61","13","31.103589082312507","218","345236261514011"
"306","114","67","14","31.102783725910086","214","345236261514011"
"307","112","64","14","31.103920253627628","218","345236261514011"
"308","108","63","15","31.105359095880445","217","345236261514011"
"309","111","60","15","31.109284156976766","218","345236261514011"
"310","111","60","15","31.11269050852575","221","345236261514011"
"311","113","60","15","31.110329062142835","219","345236261514011"
"312","114","54","15","31.107587157888446","221","345236261514011"
"313","116","55","15","31.107041496131227","222","345236261514011"
"314","115","58","15","31.106671827086267","218","345236261514011"
"315","116","58","15","31.105892475670558","221","345236261514011"
"316","121","59","14","31.103548196333545","222","345236261514011"
"317","122","57","14","31.09914262985771","215","345236261514011"
"318","118","60","14","31.092328919942474","216","345236261514011"
"319","117","59","14","31.08867499488021","218","345236261514011"
"320","116","56","15","31.086506501836855","221","345236261514011"
"321","116","57","15","31.087522519904702","219","345236261514011"
"322","113","56","15","31.091311902693324","222","345236261514011"
"323","111","54","16","31.097566607972762","227","345236261514011"
"324","108","55","16","31.099326696207644","232","345236261514011"
"325","108","52","17","31.10289140037865","236","345236261514011"
"326","109","55","16","31.104603946239646","235","345236261514011"
"327","109","54","17","31.10482054790617","235","345236261514011"
"328","108","58","17","31.1067693531886","229","345236261514011"
"329","109","52","17","31.110720761559396","240","345236261514011"
"330","113","53","16","31.11526620533824","237","345236261514011"
"331","116","53","16","31.118334365673757","225","345236261514011"
"332","115","53","16","31.121513161587263","225","345236261514011"
"333","115","56","16","31.124674816078784","223","345236261514011"
"334","113","58","16","31.129182467097937","221","345236261514011"
"335","113","59","16","31.13569780693222","227","345236261514011"
"336","117","58","16","31.142421723469116","224","345236261514011"
"337","120","60","15","31.147457673930468","223","345236261514011"
"338","123","61","15","31.150163790018457","214","345236261514011"
"339","125","62","14","31.153168724279848","217","345236261514011"
"340","126","65","14","31.157320574162693","216","345236261514011"
"341","132","59","14","31.156562491485257","219","345236261514011"
"342","133","60","13","31.153775147286414","220","345236261514011"
"343","133","59","13","31.15111183249474","229","345236261514011"
"344","132","60","13","31.14574516833339","219","345236261514011"
"345","137","61","13","31.139695415111078","217","345236261514011"
"346","137","60","12","31.131476129308513","220","345236261514011"
"347","134","64","12","31.12590321290496","210","345236261514011"
"348","133","69","12","31.11966311538565","209","345236261514011"
"349","130","68","12","31.114317483850485","204","345236261514011"
"350","124","66","13","31.113160255395506","211","345236261514011"
"351","123","63","13","31.108662494083006","218","345236261514011"
"352","120","67","13","31.106398594982842","211","345236261514011"
"353","123","63","13","31.10737150173771","215","345236261514011"
"354","121","63","14","31.106558658053775","214","345236261514011"
"355","116","64","14","31.108690572014655","209","345236261514011"
"356","120","62","14","31.11007274327579","214","345236261514011"
"357","120","64","14","31.11086737722265","215","345236261514011"
"358","122","69","13","31.112428927937444","215","345236261514011"
"359","127","69","13","31.112025852119732","212","345236261514011"
"360","131","72","12","31.109310291937227","211","345236261514011"
"361","131","72","12","31.10443578180337","201","345236261514011"
"362","134","68","12","31.100990350431704","205","345236261514011"
"363","134","69","11","31.097383205952333","204","345236261514011"
"364","135","69","11","31.09622175141244","201","345236261514011"
"365","134","64","12","31.095870095266836","207","345236261514011"
"366","134","69","11","31.095698574542187","205","345236261514011"
"367","127","67","12","31.096377119173066","202","345236261514011"
"368","124","69","12","31.100303648763017","205","345236261514011"
"369","124","67","12","31.10408912709048","208","345236261514011"
"370","121","69","12","31.106416662543918","207","345236261514011"
"371","118","65","13","31.108885984166534","212","345236261514011"
"372","119","69","12","31.11471781630396","210","345236261514011"
"373","122","68","12","31.121003334641046","207","345236261514011"
"374","124","69","12","31.12658289737448","210","345236261514011"
"375","120","70","12","31.132122836948586","206","345236261514011"
"376","119","70","12","31.138663426488467","206","345236261514011"
"377","118","66","13","31.139935544839965","209","345236261514011"
"378","116","72","13","31.141276246164267","206","345236261514011"
"379","114","67","13","31.14131508565647","207","345236261514011"
"380","112","62","14","31.14289833481511","216","345236261514011"
"381","110","65","14","31.145342567519002","212","345236261514011"
"382","108","68","14","31.148736824493906","212","345236261514011"
"383","105","73","14","31.15345555105253","207","345236261514011"
"384","103","73","15","31.157590602111682","212","345236261514011"
"385","107","74","14","31.16059779385602","210","345236261514011"
"386","109","74","14","31.162935970848526","215","345236261514011"
"387","110","69","14","31.166127776073267","207","345236261514011"
"388","113","68","14","31.169605235281665","212","345236261514011"
"389","118","70","13","31.172536037939626","207","345236261514011"
"390","119","71","13","31.173721670724866","206","345236261514011"
"391","117","69","14","31.174616516074817","207","345236261514011"
"392","121","64","14","31.17791282481141","213","345236261514011"
"393","123","59","14","31.181104738907347","213","345236261514011"
"394","123","61","13","31.184339692535666","214","345236261514011"
"395","121","55","14","31.187579360498685","219","345236261514011"
"396","120","60","14","31.191523160512027","222","345236261514011"
"397","118","55","14","31.194967398291865","218","345236261514011"
"398","119","59","14","31.19794385675689","217","345236261514011"
"399","120","61","14","31.200899687164625","217","345236261514011"
"400","121","61","14","31.2024457449958","220","345236261514011"
"401","122","61","14","31.203933324249455","215","345236261514011"
"402","121","64","13","31.206472506567636","210","345236261514011"
"403","120","67","13","31.206111525171092","205","345236261514011"
"404","122","66","13","31.20812217041693","205","345236261514011"
"405","123","63","13","31.21083133044319","211","345236261514011"
"406","120","61","14","31.213386497020753","210","345236261514011"
"407","118","62","14","31.216589964702212","216","345236261514011"
"408","111","66","15","31.219786096256694","212","345236261514011"
"409","109","63","15","31.221933275544007","217","345236261514011"
"410","110","62","15","31.22547671840356","227","345236261514011"
"411","111","64","15","31.228577748285787","223","345236261514011"
"412","112","63","15","31.229849297235287","215","345236261514011"
"413","117","61","15","31.228138137477174","225","345236261514011"
"414","119","62","14","31.224785949506046","219","345236261514011"
"415","122","65","14","31.220587269263625","214","345236261514011"
"416","123","66","13","31.215675569435053","221","345236261514011"
"417","124","66","13","31.21039334407807","206","345236261514011"
"418","124","65","13","31.206068899604684","215","345236261514011"
"419","126","62","13","31.1906329881721","218","345236261514011"
"420","128","70","13","31.175012962322857","206","345236261514011"
"421","127","68","13","31.159513960703215","207","345236261514011"
"422","123","72","13","31.141739896439862","194","345236261514011"
"423","121","72","13","31.12713753053616","196","345236261514011"
"424","125","74","12","31.113963280398412","209","345236261514011"
"425","122","75","13","31.098993860845848","202","345236261514011"
"426","122","77","13","31.084555853212578","201","345236261514011"
"427","120","78","13","31.070871151073042","204","345236261514011"
"428","115","81","13","31.058740164142492","204","345236261514011"
"429","117","78","13","31.04916545335613","200","345236261514011"
"430","116","81","13","31.039824871600583","200","345236261514011"
"431","117","74","13","31.02945993616665","208","345236261514011"
"432","116","73","14","31.017092226807158","209","345236261514011"
"433","118","78","13","31.000835823390528","196","345236261514011"
"434","118","75","13","30.984658676393966","199","345236261514011"
"435","119","79","13","30.970058012600596","197","345236261514011"
"436","121","80","13","30.95631792914628","197","345236261514011"
"437","119","79","13","30.943661680425393","203","345236261514011"
"438","119","79","13","30.93220094113763","201","345236261514011"
"439","118","83","13","30.921311070391805","202","345236261514011"
"440","115","87","13","30.911437901784808","201","345236261514011"
"441","112","86","13","30.9015654454553","200","345236261514011"
"442","112","78","14","30.893266007032473","203","345236261514011"
"443","116","72","14","30.885534796442858","210","345236261514011"
"444","119","80","13","30.877482500406977","209","345236261514011"
"445","120","84","13","30.86943547895988","200","345236261514011"
"446","123","85","12","30.861936293866318","191","345236261514011"
"447","119","83","13","30.853229911525887","191","345236261514011"
"448","118","85","13","30.845057934508826","188","345236261514011"
"449","119","85","13","30.83730374122993","189","345236261514011"
"450","115","82","13","30.830752877943134","195","345236261514011"
"451","116","85","13","30.82299857934651","194","345236261514011"
"452","112","85","14","30.815822570019773","201","345236261514011"
"453","111","87","14","30.808823822328463","196","345236261514011"
"454","114","89","13","30.802766515621283","197","345236261514011"
"455","114","94","13","30.796609161213574","197","345236261514011"
"456","116","93","13","30.789134219689785","187","345236261514011"
"457","115","91","13","30.781859455191483","189","345236261514011"
"458","112","92","14","30.775716395864116","188","345236261514011"
"459","116","91","13","30.770471829740416","199","345236261514011"
"460","112","90","14","30.765111856165333","189","345236261514011"
"461","111","86","14","30.760852978577727","199","345236261514011"
"462","113","86","14","30.75578807636748","198","345236261514011"
"463","112","92","14","30.7497224332379","188","345236261514011"
"464","110","91","14","30.74416435054713","194","345236261514011"
"465","108","90","15","30.73827117394931","187","345236261514011"
"466","108","85","15","30.733321720954546","193","345236261514011"
"467","106","82","16","30.729165459567","201","345236261514011"
"468","108","83","16","30.725478480427125","202","345236261514011"
"469","110","79","16","30.722009578580916","204","345236261514011"
"470","113","77","16","30.719141667146513","206","345236261514011"
"471","115","77","15","30.715574367028008","202","345236261514011"
"472","116","78","15","30.711937931166283","196","345236261514011"
"473","116","75","15","30.70940985794643","205","345236261514011"
"474","116","78","15","30.70826278038851","202","345236261514011"
"475","118","72","15","30.70852554245687","207","345236261514011"
"476","120","71","15","30.708798181646","202","345236261514011"
"477","121","62","16","30.70768213172069","216","345236261514011"
"478","125","62","15","30.705332227166462","212","345236261514011"
"479","126","63","15","30.703034179191523","202","345236261514011"
"480","125","65","15","30.702347664533573","213","345236261514011"
"481","126","61","15","30.701546468958295","211","345236261514011"
"482","127","64","14","30.700885352459945","205","345236261514011"
"483","126","66","14","30.700941023013147","207","345236261514011"
"484","127","67","14","30.702980052425136","205","345236261514011"
"485","126","59","15","30.705052116176425","217","345236261514011"
"486","126","65","14","30.70535119532234","208","345236261514011"
"487","126","63","14","30.705685803950534","202","345236261514011"
"488","127","65","14","30.705650508324748","207","345236261514011"
"489","126","71","14","30.70543703948699","208","345236261514011"
"490","127","75","13","30.703697592989798","196","345236261514011"
"491","125","69","14","30.702410564050048","203","345236261514011"
"492","122","69","14","30.702779146365952","205","345236261514011"
"493","124","73","14","30.705660652185795","204","345236261514011"
"494","124","72","14","30.70763166021764","209","345236261514011"
"495","127","75","13","30.71031882691995","203","345236261514011"
"496","129","75","13","30.713118015118095","196","345236261514011"
"497","131","70","13","30.71409240983637","204","345236261514011"
"498","129","70","13","30.714838547103938","206","345236261514011"
"499","126","69","13","30.716486792249547","207","345236261514011"
"500","120","68","14","30.717951014996515","204","345236261514011"
"501","122","66","14","30.71995065524825","212","345236261514011"
"502","120","69","14","30.72213005084293","205","345236261514011"
"503","119","69","14","30.72436137071652","209","345236261514011"
"504","121","69","14","30.727857320495975","214","345236261514011"
"505","121","72","14","30.73051493397147","206","345236261514011"
"506","122","73","14","30.734770765529937","206","345236261514011"
"507","120","70","14","30.739913163189673","214","345236261514011"
"508","121","66","14","30.742558737539195","206","345236261514011"
"509","123","58","14","30.744881280866103","210","345236261514011"
"510","125","54","14","30.747465890358114","216","345236261514011"
"511","126","63","14","30.748980698899338","209","345236261514011"
"512","121","63","14","30.749498018263413","208","345236261514011"
"513","122","61","14","30.751280621667778","210","345236261514011"
"514","121","61","14","30.754051046665285","217","345236261514011"
"515","123","63","14","30.75722192341726","218","345236261514011"
"516","121","60","14","30.76109764542937","221","345236261514011"
"517","122","61","14","30.76576078505901","218","345236261514011"
"518","125","58","14","30.771080806165205","217","345236261514011"
"519","126","63","13","30.774394439856877","209","345236261514011"
"520","127","62","13","30.77723418134378","216","345236261514011"
"521","124","61","14","30.778489577088443","215","345236261514011"
"522","122","62","14","30.781352021194778","215","345236261514011"
"523","121","60","14","30.78368328585806","219","345236261514011"
"524","123","61","14","30.785048001634106","211","345236261514011"
"525","124","58","14","30.787450527424376","216","345236261514011"
